2025-11-03 11:26:18.379 [reactor-http-nio-2] DEBUG o.s.w.r.r.m.a.RequestMappingHandlerMapping - [a7e89aeb-25] Mapped to sura.pruebalegoback.controller.PatientController#getAllPatients()
2025-11-03 11:26:18.571 [reactor-http-nio-2] INFO  s.p.controller.PatientController - Consultando todos los pacientes
2025-11-03 11:26:18.575 [reactor-http-nio-2] INFO  s.p.u.patient.QueryPatientsUseCase - consultando todos los pacientes
2025-11-03 11:26:18.575 [reactor-http-nio-2] DEBUG s.p.i.PatientRepositoryAdapter - Buscando todos los pacientes
2025-11-03 11:26:18.832 [reactor-http-nio-2] DEBUG o.s.w.r.r.m.a.ResponseBodyResultHandler - [a7e89aeb-25] Using 'application/json' given [*/*] and supported [application/json, application/*+json, application/x-ndjson, text/event-stream]
2025-11-03 11:26:18.832 [reactor-http-nio-2] DEBUG o.s.w.r.r.m.a.ResponseBodyResultHandler - [a7e89aeb-25] 0..N [sura.pruebalegoback.dto.PatientResponse]
2025-11-03 11:27:49.256 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: c0b33d50-9fc3-4a28-9188-8898f0647e77
2025-11-03 11:27:49.262 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: c0b33d50-9fc3-4a28-9188-8898f0647e77
2025-11-03 11:27:49.262 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: c0b33d50-9fc3-4a28-9188-8898f0647e77
2025-11-03 11:27:49.263 [reactor-http-nio-4] INFO  s.p.u.patient.QueryPatientsUseCase - Consulta de pacientes completada
2025-11-03 11:27:49.263 [reactor-http-nio-4] INFO  s.p.controller.PatientController - Consulta de pacientes completada
2025-11-03 11:27:51.246 [reactor-http-nio-4] DEBUG o.s.w.r.r.m.a.RequestMappingHandlerMapping - [3085c131-27] Mapped to sura.pruebalegoback.controller.PatientController#getAllPatients()
2025-11-03 11:27:51.247 [reactor-http-nio-4] INFO  s.p.controller.PatientController - Consultando todos los pacientes
2025-11-03 11:27:51.247 [reactor-http-nio-4] INFO  s.p.u.patient.QueryPatientsUseCase - consultando todos los pacientes
2025-11-03 11:27:51.247 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Buscando todos los pacientes
2025-11-03 11:27:51.250 [reactor-http-nio-4] DEBUG o.s.w.r.r.m.a.ResponseBodyResultHandler - [3085c131-27] Using 'application/json' given [*/*] and supported [application/json, application/*+json, application/x-ndjson, text/event-stream]
2025-11-03 11:27:51.250 [reactor-http-nio-4] DEBUG o.s.w.r.r.m.a.ResponseBodyResultHandler - [3085c131-27] 0..N [sura.pruebalegoback.dto.PatientResponse]
2025-11-03 11:27:51.253 [reactor-http-nio-4] DEBUG o.s.r2dbc.core.DefaultDatabaseClient - Executing SQL statement [SELECT patients.* FROM patients]
2025-11-03 11:27:51.269 [reactor-tcp-nio-1] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 818dc58a-821c-4d34-b210-c5421f802cda
2025-11-03 11:27:51.269 [reactor-tcp-nio-1] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 818dc58a-821c-4d34-b210-c5421f802cda
2025-11-03 11:27:51.270 [reactor-tcp-nio-1] DEBUG s.p.controller.PatientController - Paciente encontrado: 818dc58a-821c-4d34-b210-c5421f802cda
2025-11-03 11:27:51.271 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 6d64c94a-3e3a-46cc-a3c5-6aa4af65a3fd
2025-11-03 11:27:51.271 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 6d64c94a-3e3a-46cc-a3c5-6aa4af65a3fd
2025-11-03 11:27:51.273 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 6d64c94a-3e3a-46cc-a3c5-6aa4af65a3fd
2025-11-03 11:27:51.278 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: f334ff86-6ea9-491f-84b7-f55afb6f623a
2025-11-03 11:27:51.289 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: f334ff86-6ea9-491f-84b7-f55afb6f623a
2025-11-03 11:27:51.289 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: f334ff86-6ea9-491f-84b7-f55afb6f623a
2025-11-03 11:27:51.290 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 31cad829-6e92-49fa-99c1-2585e2b25c70
2025-11-03 11:27:51.290 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 31cad829-6e92-49fa-99c1-2585e2b25c70
2025-11-03 11:27:51.290 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 31cad829-6e92-49fa-99c1-2585e2b25c70
2025-11-03 11:27:51.290 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 394616cb-a06e-46aa-952f-2baeeef6152b
2025-11-03 11:27:51.290 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 394616cb-a06e-46aa-952f-2baeeef6152b
2025-11-03 11:27:51.291 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 394616cb-a06e-46aa-952f-2baeeef6152b
2025-11-03 11:27:51.291 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: f1b07e20-97a8-4712-ade8-08e91b6d05d9
2025-11-03 11:27:51.291 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: f1b07e20-97a8-4712-ade8-08e91b6d05d9
2025-11-03 11:27:51.292 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: f1b07e20-97a8-4712-ade8-08e91b6d05d9
2025-11-03 11:27:51.294 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 87a985fa-7696-4be3-97fc-612cb53bf769
2025-11-03 11:27:51.294 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 87a985fa-7696-4be3-97fc-612cb53bf769
2025-11-03 11:27:51.295 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 87a985fa-7696-4be3-97fc-612cb53bf769
2025-11-03 11:27:51.295 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 3b3d0f8a-41d1-403a-9a06-39c1769d4e8d
2025-11-03 11:27:51.295 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 3b3d0f8a-41d1-403a-9a06-39c1769d4e8d
2025-11-03 11:27:51.295 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 3b3d0f8a-41d1-403a-9a06-39c1769d4e8d
2025-11-03 11:27:51.296 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 651ab110-48a5-47d4-a80c-b27ef0e12a22
2025-11-03 11:27:51.296 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 651ab110-48a5-47d4-a80c-b27ef0e12a22
2025-11-03 11:27:51.296 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 651ab110-48a5-47d4-a80c-b27ef0e12a22
2025-11-03 11:27:51.296 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 24c278d9-1443-44fd-952c-5714630f264b
2025-11-03 11:27:51.296 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 24c278d9-1443-44fd-952c-5714630f264b
2025-11-03 11:27:51.296 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 24c278d9-1443-44fd-952c-5714630f264b
2025-11-03 11:27:51.297 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 9194730d-e8f5-43e5-a42b-d79d8db49a39
2025-11-03 11:27:51.338 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 9194730d-e8f5-43e5-a42b-d79d8db49a39
2025-11-03 11:27:51.338 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 9194730d-e8f5-43e5-a42b-d79d8db49a39
2025-11-03 11:27:51.352 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: e988892f-fde3-4ff5-87bc-a123d95e876a
2025-11-03 11:27:51.353 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: e988892f-fde3-4ff5-87bc-a123d95e876a
2025-11-03 11:27:51.353 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: e988892f-fde3-4ff5-87bc-a123d95e876a
2025-11-03 11:27:51.353 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 9c815b66-d6d9-405f-8f55-09e1549ac3dc
2025-11-03 11:27:51.354 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 9c815b66-d6d9-405f-8f55-09e1549ac3dc
2025-11-03 11:27:51.354 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 9c815b66-d6d9-405f-8f55-09e1549ac3dc
2025-11-03 11:27:51.354 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: def68bca-616a-4757-a280-a8b335d865f6
2025-11-03 11:27:51.354 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: def68bca-616a-4757-a280-a8b335d865f6
2025-11-03 11:27:51.354 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: def68bca-616a-4757-a280-a8b335d865f6
2025-11-03 11:27:51.355 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: a1fcd83e-77d6-43f4-954c-9d68c3ae533c
2025-11-03 11:27:51.356 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: a1fcd83e-77d6-43f4-954c-9d68c3ae533c
2025-11-03 11:27:51.356 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: a1fcd83e-77d6-43f4-954c-9d68c3ae533c
2025-11-03 11:27:51.356 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 755608cc-38f8-4ae0-8941-3397bd780a20
2025-11-03 11:27:51.356 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 755608cc-38f8-4ae0-8941-3397bd780a20
2025-11-03 11:27:51.359 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 755608cc-38f8-4ae0-8941-3397bd780a20
2025-11-03 11:27:51.363 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 824d551c-0b56-4f72-a8fd-0a74d0818924
2025-11-03 11:27:51.363 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 824d551c-0b56-4f72-a8fd-0a74d0818924
2025-11-03 11:27:51.364 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 824d551c-0b56-4f72-a8fd-0a74d0818924
2025-11-03 11:27:51.364 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 62a45861-36e4-44b1-b503-69ccb0fc2544
2025-11-03 11:27:51.364 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 62a45861-36e4-44b1-b503-69ccb0fc2544
2025-11-03 11:27:51.365 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 62a45861-36e4-44b1-b503-69ccb0fc2544
2025-11-03 11:27:51.366 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: d5c37f39-769a-493c-81a8-e71ef8737d34
2025-11-03 11:27:51.366 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: d5c37f39-769a-493c-81a8-e71ef8737d34
2025-11-03 11:27:51.366 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: d5c37f39-769a-493c-81a8-e71ef8737d34
2025-11-03 11:27:51.370 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 88e75975-d08a-464f-9e9a-e3a5383cd08f
2025-11-03 11:27:51.370 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 88e75975-d08a-464f-9e9a-e3a5383cd08f
2025-11-03 11:27:51.370 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 88e75975-d08a-464f-9e9a-e3a5383cd08f
2025-11-03 11:27:51.372 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 9d57adca-1db5-4181-b0a4-313985841bcd
2025-11-03 11:27:51.373 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 9d57adca-1db5-4181-b0a4-313985841bcd
2025-11-03 11:27:51.373 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 9d57adca-1db5-4181-b0a4-313985841bcd
2025-11-03 11:27:51.374 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: e4a06e93-8c4d-4056-9879-f32b84f7e888
2025-11-03 11:27:51.374 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: e4a06e93-8c4d-4056-9879-f32b84f7e888
2025-11-03 11:27:51.388 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: e4a06e93-8c4d-4056-9879-f32b84f7e888
2025-11-03 11:27:51.396 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: a0612915-03bf-4f74-ba57-1372916cfff9
2025-11-03 11:27:51.396 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: a0612915-03bf-4f74-ba57-1372916cfff9
2025-11-03 11:27:51.396 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: a0612915-03bf-4f74-ba57-1372916cfff9
2025-11-03 11:27:51.398 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: c0b33d50-9fc3-4a28-9188-8898f0647e77
2025-11-03 11:27:51.398 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: c0b33d50-9fc3-4a28-9188-8898f0647e77
2025-11-03 11:27:51.398 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: c0b33d50-9fc3-4a28-9188-8898f0647e77
2025-11-03 11:27:51.399 [reactor-http-nio-4] INFO  s.p.u.patient.QueryPatientsUseCase - Consulta de pacientes completada
2025-11-03 11:27:51.399 [reactor-http-nio-4] INFO  s.p.controller.PatientController - Consulta de pacientes completada
2025-11-03 11:28:16.764 [reactor-http-nio-4] DEBUG o.s.w.r.r.m.a.RequestMappingHandlerMapping - [3085c131-28] Mapped to sura.pruebalegoback.controller.PatientController#getAllPatients()
2025-11-03 11:28:16.765 [reactor-http-nio-4] INFO  s.p.controller.PatientController - Consultando todos los pacientes
2025-11-03 11:28:16.765 [reactor-http-nio-4] INFO  s.p.u.patient.QueryPatientsUseCase - consultando todos los pacientes
2025-11-03 11:28:16.765 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Buscando todos los pacientes
2025-11-03 11:28:16.766 [reactor-http-nio-4] DEBUG o.s.w.r.r.m.a.ResponseBodyResultHandler - [3085c131-28] Using 'application/json' given [*/*] and supported [application/json, application/*+json, application/x-ndjson, text/event-stream]
2025-11-03 11:28:16.766 [reactor-http-nio-4] DEBUG o.s.w.r.r.m.a.ResponseBodyResultHandler - [3085c131-28] 0..N [sura.pruebalegoback.dto.PatientResponse]
2025-11-03 11:28:16.767 [reactor-http-nio-4] DEBUG o.s.r2dbc.core.DefaultDatabaseClient - Executing SQL statement [SELECT patients.* FROM patients]
2025-11-03 11:28:16.819 [reactor-tcp-nio-1] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 818dc58a-821c-4d34-b210-c5421f802cda
2025-11-03 11:28:16.819 [reactor-tcp-nio-1] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 818dc58a-821c-4d34-b210-c5421f802cda
2025-11-03 11:28:16.820 [reactor-tcp-nio-1] DEBUG s.p.controller.PatientController - Paciente encontrado: 818dc58a-821c-4d34-b210-c5421f802cda
2025-11-03 11:28:16.828 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 6d64c94a-3e3a-46cc-a3c5-6aa4af65a3fd
2025-11-03 11:28:16.829 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 6d64c94a-3e3a-46cc-a3c5-6aa4af65a3fd
2025-11-03 11:28:16.835 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 6d64c94a-3e3a-46cc-a3c5-6aa4af65a3fd
2025-11-03 11:28:16.839 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: f334ff86-6ea9-491f-84b7-f55afb6f623a
2025-11-03 11:28:16.839 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: f334ff86-6ea9-491f-84b7-f55afb6f623a
2025-11-03 11:28:16.839 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: f334ff86-6ea9-491f-84b7-f55afb6f623a
2025-11-03 11:28:16.839 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 31cad829-6e92-49fa-99c1-2585e2b25c70
2025-11-03 11:28:16.840 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 31cad829-6e92-49fa-99c1-2585e2b25c70
2025-11-03 11:28:16.840 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 31cad829-6e92-49fa-99c1-2585e2b25c70
2025-11-03 11:28:16.843 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 394616cb-a06e-46aa-952f-2baeeef6152b
2025-11-03 11:28:16.843 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 394616cb-a06e-46aa-952f-2baeeef6152b
2025-11-03 11:28:16.843 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 394616cb-a06e-46aa-952f-2baeeef6152b
2025-11-03 11:28:16.843 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: f1b07e20-97a8-4712-ade8-08e91b6d05d9
2025-11-03 11:28:16.843 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: f1b07e20-97a8-4712-ade8-08e91b6d05d9
2025-11-03 11:28:16.843 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: f1b07e20-97a8-4712-ade8-08e91b6d05d9
2025-11-03 11:28:16.844 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 87a985fa-7696-4be3-97fc-612cb53bf769
2025-11-03 11:28:16.844 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 87a985fa-7696-4be3-97fc-612cb53bf769
2025-11-03 11:28:16.844 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 87a985fa-7696-4be3-97fc-612cb53bf769
2025-11-03 11:28:16.844 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 3b3d0f8a-41d1-403a-9a06-39c1769d4e8d
2025-11-03 11:28:16.844 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 3b3d0f8a-41d1-403a-9a06-39c1769d4e8d
2025-11-03 11:28:16.848 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 3b3d0f8a-41d1-403a-9a06-39c1769d4e8d
2025-11-03 11:28:16.852 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 651ab110-48a5-47d4-a80c-b27ef0e12a22
2025-11-03 11:28:16.852 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 651ab110-48a5-47d4-a80c-b27ef0e12a22
2025-11-03 11:28:16.853 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 651ab110-48a5-47d4-a80c-b27ef0e12a22
2025-11-03 11:28:16.858 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 24c278d9-1443-44fd-952c-5714630f264b
2025-11-03 11:28:16.858 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 24c278d9-1443-44fd-952c-5714630f264b
2025-11-03 11:28:16.859 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 24c278d9-1443-44fd-952c-5714630f264b
2025-11-03 11:28:16.859 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 9194730d-e8f5-43e5-a42b-d79d8db49a39
2025-11-03 11:28:16.859 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 9194730d-e8f5-43e5-a42b-d79d8db49a39
2025-11-03 11:28:16.859 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 9194730d-e8f5-43e5-a42b-d79d8db49a39
2025-11-03 11:28:16.860 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: e988892f-fde3-4ff5-87bc-a123d95e876a
2025-11-03 11:28:16.860 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: e988892f-fde3-4ff5-87bc-a123d95e876a
2025-11-03 11:28:16.860 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: e988892f-fde3-4ff5-87bc-a123d95e876a
2025-11-03 11:28:16.860 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 9c815b66-d6d9-405f-8f55-09e1549ac3dc
2025-11-03 11:28:16.860 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 9c815b66-d6d9-405f-8f55-09e1549ac3dc
2025-11-03 11:28:16.860 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 9c815b66-d6d9-405f-8f55-09e1549ac3dc
2025-11-03 11:28:16.861 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: def68bca-616a-4757-a280-a8b335d865f6
2025-11-03 11:28:16.862 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: def68bca-616a-4757-a280-a8b335d865f6
2025-11-03 11:28:16.862 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: def68bca-616a-4757-a280-a8b335d865f6
2025-11-03 11:28:16.862 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: a1fcd83e-77d6-43f4-954c-9d68c3ae533c
2025-11-03 11:28:16.862 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: a1fcd83e-77d6-43f4-954c-9d68c3ae533c
2025-11-03 11:28:16.862 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: a1fcd83e-77d6-43f4-954c-9d68c3ae533c
2025-11-03 11:28:16.863 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 755608cc-38f8-4ae0-8941-3397bd780a20
2025-11-03 11:28:16.863 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 755608cc-38f8-4ae0-8941-3397bd780a20
2025-11-03 11:28:16.865 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 755608cc-38f8-4ae0-8941-3397bd780a20
2025-11-03 11:28:16.866 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 824d551c-0b56-4f72-a8fd-0a74d0818924
2025-11-03 11:28:16.866 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 824d551c-0b56-4f72-a8fd-0a74d0818924
2025-11-03 11:28:16.866 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 824d551c-0b56-4f72-a8fd-0a74d0818924
2025-11-03 11:28:16.867 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 62a45861-36e4-44b1-b503-69ccb0fc2544
2025-11-03 11:28:16.867 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 62a45861-36e4-44b1-b503-69ccb0fc2544
2025-11-03 11:28:16.867 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 62a45861-36e4-44b1-b503-69ccb0fc2544
2025-11-03 11:28:16.868 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: d5c37f39-769a-493c-81a8-e71ef8737d34
2025-11-03 11:28:16.868 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: d5c37f39-769a-493c-81a8-e71ef8737d34
2025-11-03 11:28:16.872 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: d5c37f39-769a-493c-81a8-e71ef8737d34
2025-11-03 11:28:16.876 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 88e75975-d08a-464f-9e9a-e3a5383cd08f
2025-11-03 11:28:16.882 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 88e75975-d08a-464f-9e9a-e3a5383cd08f
2025-11-03 11:28:16.883 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 88e75975-d08a-464f-9e9a-e3a5383cd08f
2025-11-03 11:28:16.885 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: 9d57adca-1db5-4181-b0a4-313985841bcd
2025-11-03 11:28:16.886 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: 9d57adca-1db5-4181-b0a4-313985841bcd
2025-11-03 11:28:16.886 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: 9d57adca-1db5-4181-b0a4-313985841bcd
2025-11-03 11:28:16.887 [reactor-http-nio-4] DEBUG s.p.i.PatientRepositoryAdapter - Paciente recuperado: e4a06e93-8c4d-4056-9879-f32b84f7e888
2025-11-03 11:28:16.887 [reactor-http-nio-4] DEBUG s.p.u.patient.QueryPatientsUseCase - Pacientes encontrados: e4a06e93-8c4d-4056-9879-f32b84f7e888
2025-11-03 11:28:16.888 [reactor-http-nio-4] DEBUG s.p.controller.PatientController - Paciente encontrado: e4a06e93-8c4d-4056-9879-f32b84f7e888
